payment_key,payment_id,payment_date_key,policy_key,payment_amount,payment_method
15266,PAY015266,20240617,8368,2306.76,SADAD
15267,PAY015267,20260321,8369,57.29,Credit Card
15268,PAY015268,20260420,8369,44.73,SADAD
15269,PAY015269,20260520,8369,59.04,SADAD
15270,PAY015270,20260619,8369,115.5,Cash
15271,PAY015271,20260501,8370,14337.9,Credit Card
15272,PAY015272,20260208,8371,3112.17,Bank Transfer
15273,PAY015273,20241019,8372,26246.56,SADAD
15274,PAY015274,20250330,8373,7394.41,Cash
15275,PAY015275,20250430,8373,1099.27,SADAD
15276,PAY015276,20230802,8374,558.6,Cash
15277,PAY015277,20230831,8374,9.47,SADAD
15278,PAY015278,20231004,8374,137.95,Credit Card
15279,PAY015279,20231031,8374,2004.25,Bank Transfer
15280,PAY015280,20240223,8375,15485.23,Cash
15281,PAY015281,20240325,8375,11461.49,Bank Transfer
15282,PAY015282,20240101,8376,2519.95,Cash
15283,PAY015283,20240203,8376,4964.04,Bank Transfer
15284,PAY015284,20240301,8376,2461.86,Credit Card
15285,PAY015285,20240330,8376,4427.41,SADAD
15286,PAY015286,20250305,8377,6502.5,Bank Transfer
15287,PAY015287,20250407,8377,662.47,Cash
15288,PAY015288,20260814,8378,8431.79,Cash
15289,PAY015289,20251112,8379,3093.2,Bank Transfer
15290,PAY015290,20251210,8379,6029.25,Credit Card
15291,PAY015291,20260108,8379,1346.77,Cash
15292,PAY015292,20260208,8379,5087.89,Credit Card
15293,PAY015293,20230202,8380,1022.82,Credit Card
15294,PAY015294,20230228,8380,2086.64,Credit Card
15295,PAY015295,20231226,8381,8856.2,SADAD
15296,PAY015296,20240124,8381,17210.5,Bank Transfer
15297,PAY015297,20240226,8381,9118.43,Bank Transfer
15298,PAY015298,20240323,8381,7005.56,Cash
15299,PAY015299,20260307,8382,177.37,Bank Transfer
15300,PAY015300,20260407,8382,7807.95,SADAD
15301,PAY015301,20250828,8383,20559.4,SADAD
15302,PAY015302,20250906,8384,1368.05,Cash
15303,PAY015303,20251003,8384,1044.46,SADAD
15304,PAY015304,20251119,8385,590.95,Credit Card
15305,PAY015305,20251220,8385,334.77,SADAD
15306,PAY015306,20260119,8385,708.14,SADAD
15307,PAY015307,20260218,8385,219.93,Bank Transfer
15308,PAY015308,20260323,8386,3813.79,Credit Card
15309,PAY015309,20251213,8387,7698.32,Bank Transfer
15310,PAY015310,20260109,8387,1894.74,SADAD
15311,PAY015311,20231120,8388,26023.68,Credit Card
15312,PAY015312,20250402,8389,23250.4,Credit Card
15313,PAY015313,20240416,8390,10965.56,SADAD
15314,PAY015314,20240118,8391,80426.72,Cash
15315,PAY015315,20240219,8391,131336.72,SADAD
15316,PAY015316,20240322,8391,10458.61,Bank Transfer
15317,PAY015317,20240418,8391,18324.77,SADAD
15318,PAY015318,20241007,8392,2627.03,SADAD
15319,PAY015319,20241111,8392,107.55,Bank Transfer
15320,PAY015320,20241210,8392,15625.27,Cash
15321,PAY015321,20250109,8392,6919.49,Cash
15322,PAY015322,20240709,8393,3496.69,Cash
15323,PAY015323,20260621,8394,290.24,Bank Transfer
15324,PAY015324,20260721,8394,16.63,Bank Transfer
15325,PAY015325,20260824,8394,199.68,SADAD
15326,PAY015326,20240726,8395,131.45,SADAD
15327,PAY015327,20240828,8395,908.05,SADAD
15328,PAY015328,20240928,8395,14.65,SADAD
15329,PAY015329,20241024,8395,112.2,Credit Card
15330,PAY015330,20240720,8396,72591.04,Cash
15331,PAY015331,20240814,8396,121685.34,SADAD
15332,PAY015332,20250328,8397,19209.03,Cash
15333,PAY015333,20250422,8397,2248.14,Bank Transfer
15334,PAY015334,20240828,8398,197.22,Cash
15335,PAY015335,20240929,8398,1197.33,SADAD
15336,PAY015336,20241026,8398,191.18,SADAD
15337,PAY015337,20241128,8398,348.43,Cash
15338,PAY015338,20241227,8399,7976.64,Cash
15339,PAY015339,20240713,8400,11760.24,Cash
15340,PAY015340,20241104,8401,2581.57,SADAD
15341,PAY015341,20220926,8402,8069.11,Bank Transfer
15342,PAY015342,20231023,8403,5193.77,Bank Transfer
15343,PAY015343,20251009,8404,305.48,Credit Card
15344,PAY015344,20251109,8404,757.79,Bank Transfer
15345,PAY015345,20251209,8404,71.9,SADAD
15346,PAY015346,20260107,8404,692.23,Bank Transfer
15347,PAY015347,20230714,8405,6892.65,Bank Transfer
15348,PAY015348,20250616,8406,22415.87,SADAD
15349,PAY015349,20240720,8407,6512.77,SADAD
15350,PAY015350,20230616,8408,5076.15,Bank Transfer
15351,PAY015351,20230715,8408,1483.38,Cash
15352,PAY015352,20250615,8409,3887.74,Bank Transfer
15353,PAY015353,20250717,8409,621.32,SADAD
15354,PAY015354,20250814,8409,3224.95,Bank Transfer
15355,PAY015355,20250911,8409,4727.62,Credit Card
15356,PAY015356,20240328,8410,11134.76,Credit Card
15357,PAY015357,20221023,8411,13716.31,SADAD
15358,PAY015358,20241104,8412,7713.41,Credit Card
15359,PAY015359,20241204,8412,83682.94,Bank Transfer
15360,PAY015360,20250228,8413,5751.73,Cash
15361,PAY015361,20240317,8414,11466.41,Credit Card
15362,PAY015362,20240412,8414,10382.91,Credit Card
15363,PAY015363,20240621,8415,10935.21,Bank Transfer
15364,PAY015364,20220620,8416,169.3,SADAD
15365,PAY015365,20220721,8416,301.96,Bank Transfer
15366,PAY015366,20220821,8416,256.71,Bank Transfer
15367,PAY015367,20220918,8416,1646.02,SADAD
15368,PAY015368,20250727,8417,7985.6,Credit Card
15369,PAY015369,20250827,8417,4918.22,Cash
15370,PAY015370,20250723,8418,12656.91,Bank Transfer
15371,PAY015371,20220925,8419,49410.52,Credit Card
15372,PAY015372,20230616,8420,2217.78,Bank Transfer
15373,PAY015373,20230718,8420,19657.69,Cash
15374,PAY015374,20251105,8421,9904.46,Credit Card
15375,PAY015375,20250207,8422,890.77,Credit Card
15376,PAY015376,20250312,8422,9293.43,Bank Transfer
15377,PAY015377,20230614,8423,835.54,Credit Card
15378,PAY015378,20230715,8423,2086.74,Cash
15379,PAY015379,20230813,8423,4413.52,Bank Transfer
15380,PAY015380,20230915,8423,435.0,Cash
15381,PAY015381,20241008,8424,762.95,Cash
15382,PAY015382,20230607,8425,3500.57,Credit Card
15383,PAY015383,20230708,8425,22738.42,Bank Transfer
15384,PAY015384,20230124,8426,231599.61,Bank Transfer
15385,PAY015385,20230221,8426,14974.68,Credit Card
15386,PAY015386,20241019,8427,9278.12,Bank Transfer
15387,PAY015387,20250921,8428,867.04,Credit Card
15388,PAY015388,20250808,8429,8508.51,SADAD
15389,PAY015389,20240913,8430,914.15,Credit Card
15390,PAY015390,20241010,8430,985.73,Cash
15391,PAY015391,20251107,8431,4105.09,Credit Card
15392,PAY015392,20251203,8431,32838.04,Credit Card
15393,PAY015393,20250121,8432,5096.96,Credit Card
15394,PAY015394,20231229,8433,3084.85,SADAD
15395,PAY015395,20240130,8433,927.62,Bank Transfer
15396,PAY015396,20240630,8434,900.51,SADAD
15397,PAY015397,20230124,8435,6817.55,SADAD
15398,PAY015398,20260217,8436,77717.64,Cash
15399,PAY015399,20240510,8437,10106.63,Credit Card
15400,PAY015400,20240609,8437,2837.54,Credit Card
15401,PAY015401,20260122,8438,115598.92,Bank Transfer
15402,PAY015402,20241022,8439,5716.18,SADAD
15403,PAY015403,20241120,8439,626.68,Bank Transfer
15404,PAY015404,20240507,8440,20600.74,SADAD
15405,PAY015405,20240606,8440,8593.03,Credit Card
15406,PAY015406,20250708,8441,115.69,SADAD
15407,PAY015407,20250811,8441,696.28,Credit Card
15408,PAY015408,20250906,8441,351.54,Credit Card
15409,PAY015409,20251009,8441,950.77,Credit Card
15410,PAY015410,20260526,8442,11336.59,Bank Transfer
15411,PAY015411,20230118,8443,3476.29,Cash
15412,PAY015412,20230220,8443,789.89,Bank Transfer
15413,PAY015413,20230320,8443,137.54,Credit Card
15414,PAY015414,20230420,8443,1479.04,Bank Transfer
15415,PAY015415,20250917,8444,25654.7,Cash
15416,PAY015416,20251208,8445,13224.23,Cash
15417,PAY015417,20230309,8446,2422.56,Cash
15418,PAY015418,20251001,8447,768.37,SADAD
15419,PAY015419,20251103,8447,3489.85,Credit Card
15420,PAY015420,20240206,8448,929.91,Bank Transfer
15421,PAY015421,20240307,8448,1197.69,SADAD
15422,PAY015422,20251021,8449,31541.67,Bank Transfer
15423,PAY015423,20251105,8450,1708.16,SADAD
15424,PAY015424,20231009,8451,72.98,Credit Card
15425,PAY015425,20231106,8451,1577.1,Bank Transfer
15426,PAY015426,20231208,8451,2095.98,Cash
15427,PAY015427,20240109,8451,72.65,Bank Transfer
15428,PAY015428,20221206,8452,758.32,Credit Card
15429,PAY015429,20230107,8452,170.95,Credit Card
15430,PAY015430,20260428,8453,1841.47,Credit Card
15431,PAY015431,20260525,8453,17120.91,Cash
15432,PAY015432,20240811,8454,6940.19,SADAD
15433,PAY015433,20260717,8455,1219.72,Credit Card
15434,PAY015434,20260414,8456,18993.21,Credit Card
15435,PAY015435,20240906,8457,8487.56,Credit Card
15436,PAY015436,20241220,8458,20021.93,Cash
15437,PAY015437,20250414,8459,5176.42,Credit Card
15438,PAY015438,20240401,8460,3620.34,Bank Transfer
15439,PAY015439,20260313,8461,2156.0,Cash
15440,PAY015440,20251110,8462,6118.93,Credit Card
15441,PAY015441,20260510,8463,14520.08,SADAD
15442,PAY015442,20230324,8464,96.61,Credit Card
15443,PAY015443,20230423,8464,1105.39,Bank Transfer
15444,PAY015444,20250401,8465,9064.79,SADAD
15445,PAY015445,20250422,8466,2831.25,Cash
15446,PAY015446,20250523,8466,5795.97,Bank Transfer
15447,PAY015447,20240129,8467,921.41,Credit Card
15448,PAY015448,20240510,8468,1581.32,Cash
15449,PAY015449,20240610,8468,675.24,Cash
15450,PAY015450,20250922,8469,4145.36,Credit Card
15451,PAY015451,20250607,8470,2122.0,Cash
15452,PAY015452,20250709,8470,170.89,Bank Transfer
15453,PAY015453,20250806,8470,324.8,Credit Card
15454,PAY015454,20250908,8470,761.93,SADAD
15455,PAY015455,20240616,8471,2053.27,Cash
15456,PAY015456,20250901,8472,207.26,Cash
15457,PAY015457,20250930,8472,684.67,SADAD
15458,PAY015458,20250424,8473,71704.41,SADAD
15459,PAY015459,20260312,8474,6186.08,Credit Card
15460,PAY015460,20220912,8475,686.95,Cash
15461,PAY015461,20241230,8476,22857.64,Credit Card
15462,PAY015462,20230912,8477,206.25,Bank Transfer
15463,PAY015463,20231012,8477,1.36,Cash
15464,PAY015464,20231113,8477,5.3,Credit Card
15465,PAY015465,20231213,8477,112.48,Bank Transfer
15466,PAY015466,20230624,8478,3093.87,Cash
15467,PAY015467,20240326,8479,5075.02,Bank Transfer
15468,PAY015468,20240430,8479,3462.26,Cash
15469,PAY015469,20230912,8480,5529.6,SADAD
15470,PAY015470,20250630,8481,45084.98,SADAD
15471,PAY015471,20250802,8481,140995.77,SADAD
15472,PAY015472,20250901,8481,12558.53,SADAD
15473,PAY015473,20251001,8481,4883.61,SADAD
15474,PAY015474,20241201,8482,899.19,Credit Card
15475,PAY015475,20241231,8482,405.52,Credit Card
15476,PAY015476,20260131,8483,4118.25,Cash
15477,PAY015477,20250315,8484,2482.32,Credit Card
15478,PAY015478,20250411,8484,7689.61,Cash
15479,PAY015479,20250511,8484,2132.77,Credit Card
15480,PAY015480,20250612,8484,10600.95,Bank Transfer
15481,PAY015481,20250201,8485,1564.81,Cash
15482,PAY015482,20260621,8486,7603.04,SADAD
15483,PAY015483,20240608,8487,11617.48,Credit Card
15484,PAY015484,20260809,8488,759.75,Bank Transfer
15485,PAY015485,20260426,8489,2746.33,Cash
15486,PAY015486,20260521,8489,64.71,Credit Card
15487,PAY015487,20260620,8489,2083.39,Bank Transfer
15488,PAY015488,20260723,8489,119.66,Bank Transfer
15489,PAY015489,20250614,8490,7696.8,SADAD
15490,PAY015490,20250324,8491,12262.35,Cash
15491,PAY015491,20250421,8491,591.54,Bank Transfer
15492,PAY015492,20250503,8492,59694.23,Bank Transfer
15493,PAY015493,20251007,8493,14114.38,Cash
15494,PAY015494,20251106,8493,1809.71,Credit Card
15495,PAY015495,20241003,8494,21879.25,Cash
15496,PAY015496,20250514,8495,4943.05,Bank Transfer
15497,PAY015497,20240729,8496,17599.18,Bank Transfer
15498,PAY015498,20240829,8496,13346.27,Credit Card
15499,PAY015499,20240329,8497,1635.14,Credit Card
15500,PAY015500,20230717,8498,53520.34,SADAD
15501,PAY015501,20260325,8499,1187.46,Credit Card
15502,PAY015502,20260424,8499,1544.19,Bank Transfer
15503,PAY015503,20260526,8499,6038.87,Cash
15504,PAY015504,20260623,8499,1384.64,Cash
15505,PAY015505,20230126,8500,24969.7,SADAD
15506,PAY015506,20250202,8501,497.08,Cash
15507,PAY015507,20250308,8501,2101.57,Cash
15508,PAY015508,20250402,8501,2238.63,Credit Card
15509,PAY015509,20250503,8501,420.11,Bank Transfer
15510,PAY015510,20250721,8502,10718.44,SADAD
15511,PAY015511,20230401,8503,238848.57,Cash
15512,PAY015512,20251126,8504,8222.54,Credit Card
15513,PAY015513,20241213,8505,7546.9,Bank Transfer
15514,PAY015514,20240420,8506,10425.74,Credit Card
15515,PAY015515,20240514,8507,3200.2,Cash
15516,PAY015516,20240610,8507,4249.09,SADAD
15517,PAY015517,20240713,8507,4840.28,Bank Transfer
15518,PAY015518,20240811,8507,7982.73,SADAD
15519,PAY015519,20240406,8508,360.18,Cash
15520,PAY015520,20240504,8508,709.55,Cash
15521,PAY015521,20240604,8508,312.84,SADAD
15522,PAY015522,20240705,8508,121.62,Bank Transfer
15523,PAY015523,20260323,8509,2770.47,Bank Transfer
15524,PAY015524,20260418,8509,3681.82,Credit Card
15525,PAY015525,20260507,8510,12623.79,Bank Transfer
15526,PAY015526,20260102,8511,865.51,Credit Card
15527,PAY015527,20260130,8511,4059.63,SADAD
15528,PAY015528,20260227,8511,893.1,Credit Card
15529,PAY015529,20260330,8511,1209.29,SADAD
15530,PAY015530,20260604,8512,5289.5,Bank Transfer
15531,PAY015531,20260512,8513,8163.85,Bank Transfer
15532,PAY015532,20251024,8514,13053.6,Credit Card
15533,PAY015533,20251123,8514,15979.45,Credit Card
15534,PAY015534,20240102,8515,4785.67,Bank Transfer
15535,PAY015535,20260628,8516,245.52,Bank Transfer
15536,PAY015536,20260727,8516,269.25,Cash
15537,PAY015537,20250320,8517,8450.81,Cash
15538,PAY015538,20250416,8517,16391.28,Bank Transfer
15539,PAY015539,20231231,8518,4596.56,Cash
15540,PAY015540,20250328,8519,3258.39,Credit Card
15541,PAY015541,20250428,8519,2827.15,Cash
15542,PAY015542,20250528,8519,3291.16,Bank Transfer
15543,PAY015543,20250629,8519,19084.11,Credit Card
15544,PAY015544,20241108,8520,5396.94,Credit Card
15545,PAY015545,20251005,8521,5821.04,Bank Transfer
15546,PAY015546,20260705,8522,2545.68,SADAD
15547,PAY015547,20260803,8522,1820.57,Bank Transfer
15548,PAY015548,20260126,8523,11640.12,Cash
15549,PAY015549,20230415,8524,1313.84,Bank Transfer
15550,PAY015550,20230516,8524,840.85,Credit Card
15551,PAY015551,20230612,8524,113.05,SADAD
15552,PAY015552,20230712,8524,444.49,SADAD
15553,PAY015553,20260123,8525,16726.34,Credit Card
15554,PAY015554,20250425,8526,19373.99,SADAD
15555,PAY015555,20250522,8526,1657.17,Bank Transfer
15556,PAY015556,20250623,8526,43.97,SADAD
15557,PAY015557,20250721,8526,3725.8,Cash
15558,PAY015558,20260127,8527,3913.4,Bank Transfer
15559,PAY015559,20260223,8527,405.49,Bank Transfer
15560,PAY015560,20260324,8527,158.39,Bank Transfer
15561,PAY015561,20260423,8527,1285.67,Credit Card
15562,PAY015562,20250315,8528,5503.93,Cash
15563,PAY015563,20251125,8529,28145.92,Bank Transfer
15564,PAY015564,20241202,8530,371.87,Credit Card
15565,PAY015565,20250103,8530,231.6,Cash
15566,PAY015566,20250128,8530,467.64,Credit Card
15567,PAY015567,20250304,8530,2496.36,Cash
15568,PAY015568,20230308,8531,26005.02,Cash
15569,PAY015569,20230408,8531,111317.88,Credit Card
15570,PAY015570,20231106,8532,4571.77,Credit Card
15571,PAY015571,20260115,8533,11263.2,Credit Card
15572,PAY015572,20240124,8534,6872.66,Cash
15573,PAY015573,20240221,8534,1957.83,Bank Transfer
15574,PAY015574,20240918,8535,10260.11,Bank Transfer
15575,PAY015575,20241015,8535,572.96,Bank Transfer
15576,PAY015576,20260209,8536,10033.95,Credit Card
15577,PAY015577,20240825,8537,18699.1,Cash
15578,PAY015578,20241107,8538,1932.01,Cash
15579,PAY015579,20241209,8538,2160.96,Bank Transfer
15580,PAY015580,20250109,8538,1290.6,Cash
15581,PAY015581,20250204,8538,692.37,Cash
15582,PAY015582,20240926,8539,34431.34,Bank Transfer
15583,PAY015583,20241023,8539,51528.17,Cash
15584,PAY015584,20241122,8539,4916.03,SADAD
15585,PAY015585,20241221,8539,10756.0,Cash
15586,PAY015586,20260625,8540,10265.58,Credit Card
15587,PAY015587,20240924,8541,1757.66,Cash
15588,PAY015588,20241025,8541,64.37,Credit Card
15589,PAY015589,20241123,8541,344.3,Credit Card
15590,PAY015590,20241221,8541,36.13,SADAD
15591,PAY015591,20250528,8542,11365.31,Cash
15592,PAY015592,20240425,8543,19190.1,Cash
15593,PAY015593,20260719,8544,4527.45,Bank Transfer
15594,PAY015594,20240719,8545,11779.67,Credit Card
15595,PAY015595,20230711,8546,13486.35,SADAD
15596,PAY015596,20260317,8547,3395.37,Credit Card
15597,PAY015597,20250517,8548,1577.78,Bank Transfer
15598,PAY015598,20251223,8549,1256.2,Credit Card
15599,PAY015599,20251211,8550,14912.89,Cash
15600,PAY015600,20260405,8551,150.49,Cash
15601,PAY015601,20260503,8551,393.91,Bank Transfer
15602,PAY015602,20260531,8551,650.84,Cash
15603,PAY015603,20260702,8551,171.89,Cash
15604,PAY015604,20260808,8552,20170.72,Credit Card
15605,PAY015605,20250414,8553,986.67,SADAD
15606,PAY015606,20250304,8554,4723.82,Credit Card
15607,PAY015607,20240118,8555,6427.84,Bank Transfer
15608,PAY015608,20250516,8556,110519.23,SADAD
15609,PAY015609,20240108,8557,10100.81,Cash
15610,PAY015610,20240902,8558,800.16,Cash
15611,PAY015611,20241001,8558,600.7,Credit Card
15612,PAY015612,20240808,8559,22706.66,Credit Card
15613,PAY015613,20251005,8560,39275.31,SADAD
15614,PAY015614,20251104,8560,6492.56,Credit Card
15615,PAY015615,20251020,8561,7394.97,SADAD
15616,PAY015616,20250424,8562,7231.75,Credit Card
15617,PAY015617,20260411,8563,1052.48,SADAD
15618,PAY015618,20260512,8563,1666.2,Credit Card
15619,PAY015619,20250514,8564,67.79,Cash
15620,PAY015620,20250612,8564,54.95,Cash
15621,PAY015621,20250715,8564,1447.32,Cash
15622,PAY015622,20250814,8564,771.57,Credit Card
15623,PAY015623,20241219,8565,68105.42,SADAD
15624,PAY015624,20231109,8566,1151.39,Bank Transfer
15625,PAY015625,20231206,8566,8907.69,Cash
15626,PAY015626,20250430,8567,7834.22,SADAD
15627,PAY015627,20240814,8568,215170.86,Bank Transfer
15628,PAY015628,20251222,8569,6212.78,SADAD
15629,PAY015629,20260124,8569,2121.35,Cash
15630,PAY015630,20251217,8570,7208.05,Bank Transfer
15631,PAY015631,20240524,8571,7599.07,Credit Card
15632,PAY015632,20230814,8572,2035.87,Bank Transfer
15633,PAY015633,20230911,8572,697.32,Cash
15634,PAY015634,20231010,8572,1155.7,Bank Transfer
15635,PAY015635,20231113,8572,964.86,SADAD
15636,PAY015636,20230202,8573,2141.79,Cash
15637,PAY015637,20230308,8573,1352.68,SADAD
15638,PAY015638,20230406,8573,2679.91,SADAD
15639,PAY015639,20230507,8573,2288.81,Bank Transfer
15640,PAY015640,20241115,8574,184502.94,Cash
15641,PAY015641,20241212,8574,16387.05,Cash
15642,PAY015642,20241126,8575,7490.25,Bank Transfer
15643,PAY015643,20241224,8575,8577.11,Cash
15644,PAY015644,20250123,8575,8475.66,Credit Card
15645,PAY015645,20250224,8575,1258.77,Cash
15646,PAY015646,20241211,8576,991.42,Credit Card
15647,PAY015647,20250108,8576,372.73,Cash
15648,PAY015648,20250206,8576,71.72,SADAD
15649,PAY015649,20250310,8576,92.09,Credit Card
15650,PAY015650,20251104,8577,12395.24,Cash
15651,PAY015651,20251205,8577,942.4,Credit Card
15652,PAY015652,20230812,8578,863.38,SADAD
15653,PAY015653,20230913,8578,4063.27,SADAD
15654,PAY015654,20231014,8578,1841.66,Bank Transfer
15655,PAY015655,20231113,8578,2155.24,Bank Transfer
15656,PAY015656,20241017,8579,314.12,SADAD
15657,PAY015657,20241118,8579,1789.23,Bank Transfer
15658,PAY015658,20241214,8579,312.25,Cash
15659,PAY015659,20250116,8579,7028.93,Bank Transfer
15660,PAY015660,20260316,8580,6857.36,SADAD
15661,PAY015661,20231230,8581,1763.92,Bank Transfer
15662,PAY015662,20240129,8581,15542.46,Bank Transfer
15663,PAY015663,20250312,8582,7228.8,SADAD
15664,PAY015664,20231028,8583,17830.71,Bank Transfer
15665,PAY015665,20231127,8583,42662.25,SADAD
15666,PAY015666,20250925,8584,257.94,Cash
15667,PAY015667,20251028,8584,172.17,SADAD
15668,PAY015668,20251126,8584,373.48,Credit Card
15669,PAY015669,20251224,8584,3936.39,Credit Card
15670,PAY015670,20240423,8585,24232.11,Cash
15671,PAY015671,20250209,8586,2305.65,SADAD
15672,PAY015672,20250312,8586,3229.69,SADAD
15673,PAY015673,20220802,8587,2471.74,Credit Card
15674,PAY015674,20220831,8587,537.71,SADAD
15675,PAY015675,20250211,8588,2725.33,Credit Card
15676,PAY015676,20230422,8589,7897.57,Cash
15677,PAY015677,20230522,8589,705.91,Bank Transfer
15678,PAY015678,20230617,8589,981.33,Cash
15679,PAY015679,20230718,8589,1007.42,SADAD
15680,PAY015680,20221123,8590,1963.3,Credit Card
15681,PAY015681,20221224,8590,6068.48,Bank Transfer
15682,PAY015682,20240215,8591,3297.1,Credit Card
15683,PAY015683,20250910,8592,2092.69,Credit Card
15684,PAY015684,20231204,8593,1917.86,SADAD
15685,PAY015685,20240106,8593,812.62,Bank Transfer
15686,PAY015686,20250217,8594,7852.67,Cash
15687,PAY015687,20250319,8594,2564.47,Bank Transfer
15688,PAY015688,20230208,8595,7309.63,Cash
15689,PAY015689,20260404,8596,32820.96,Credit Card
15690,PAY015690,20250613,8597,6440.93,Credit Card
15691,PAY015691,20250709,8597,5418.47,Cash
15692,PAY015692,20250930,8598,7484.93,Bank Transfer
15693,PAY015693,20231009,8599,7869.76,Cash
15694,PAY015694,20250413,8600,24211.28,Credit Card
15695,PAY015695,20240127,8601,1971.07,SADAD
15696,PAY015696,20240224,8601,471.36,Cash
15697,PAY015697,20240229,8602,7857.12,Bank Transfer
15698,PAY015698,20240530,8603,5805.52,Bank Transfer
15699,PAY015699,20251029,8604,1922.22,SADAD
15700,PAY015700,20251129,8604,25050.26,Bank Transfer
15701,PAY015701,20231118,8605,7549.48,Credit Card
15702,PAY015702,20250423,8606,19901.72,Cash
15703,PAY015703,20260118,8607,2311.44,SADAD
15704,PAY015704,20260219,8607,1574.77,SADAD
15705,PAY015705,20250811,8608,15664.61,Bank Transfer
15706,PAY015706,20231203,8609,8306.3,Bank Transfer
15707,PAY015707,20260503,8610,1982.73,Bank Transfer
15708,PAY015708,20260602,8610,2148.88,Bank Transfer
15709,PAY015709,20260615,8611,153.86,SADAD
15710,PAY015710,20260714,8611,101.8,Bank Transfer
15711,PAY015711,20260814,8611,712.55,SADAD
15712,PAY015712,20251107,8612,3795.73,Bank Transfer
15713,PAY015713,20260123,8613,610.47,SADAD
15714,PAY015714,20260222,8613,3488.86,Credit Card
15715,PAY015715,20260325,8613,2850.66,Bank Transfer
15716,PAY015716,20260419,8613,387.37,Credit Card
15717,PAY015717,20251231,8614,4368.93,Bank Transfer
15718,PAY015718,20260606,8615,4398.65,SADAD
15719,PAY015719,20230610,8616,66.45,Bank Transfer
15720,PAY015720,20230705,8616,62.99,Credit Card
15721,PAY015721,20230805,8616,339.03,SADAD
15722,PAY015722,20230903,8616,161.72,Bank Transfer
15723,PAY015723,20260506,8617,1232.89,SADAD
15724,PAY015724,20260607,8617,588.04,SADAD
15725,PAY015725,20260704,8617,761.93,Cash
15726,PAY015726,20260804,8617,540.24,SADAD
15727,PAY015727,20260721,8618,2401.8,Bank Transfer
15728,PAY015728,20260821,8618,1731.98,SADAD
15729,PAY015729,20260807,8619,2226.76,SADAD
15730,PAY015730,20240224,8620,628.19,Bank Transfer
15731,PAY015731,20260108,8621,4383.6,Bank Transfer
15732,PAY015732,20260414,8622,172746.04,Bank Transfer
15733,PAY015733,20250212,8623,7916.24,Cash
15734,PAY015734,20241119,8624,3540.51,Cash
15735,PAY015735,20230625,8625,402.59,Bank Transfer
15736,PAY015736,20230729,8625,630.02,Cash
15737,PAY015737,20230828,8625,1687.26,Credit Card
15738,PAY015738,20230927,8625,809.78,Credit Card
15739,PAY015739,20221012,8626,42802.32,Credit Card
15740,PAY015740,20250324,8627,10054.26,Bank Transfer
15741,PAY015741,20230202,8628,593.14,Bank Transfer
15742,PAY015742,20230302,8628,2321.42,Credit Card
15743,PAY015743,20230330,8628,977.16,Cash
15744,PAY015744,20230503,8628,157.76,Bank Transfer
15745,PAY015745,20230221,8629,2148.34,Credit Card
15746,PAY015746,20230323,8629,15719.66,Cash
15747,PAY015747,20250803,8630,2373.71,Credit Card
15748,PAY015748,20250904,8630,1521.29,Cash
15749,PAY015749,20241112,8631,1534.83,Credit Card
15750,PAY015750,20241212,8631,4881.98,Cash
15751,PAY015751,20241006,8632,24070.54,Bank Transfer
15752,PAY015752,20220603,8633,58.68,Bank Transfer
15753,PAY015753,20220703,8633,2219.63,Credit Card
15754,PAY015754,20260613,8634,7248.18,SADAD
15755,PAY015755,20250204,8635,9004.23,Credit Card
15756,PAY015756,20260329,8636,2447.76,SADAD
15757,PAY015757,20240225,8637,26890.24,Credit Card
15758,PAY015758,20230602,8638,9339.11,SADAD
15759,PAY015759,20230628,8638,1882.17,Cash
15760,PAY015760,20240827,8639,76.29,Bank Transfer
15761,PAY015761,20240924,8639,1547.81,Bank Transfer
15762,PAY015762,20241026,8639,1235.3,Cash
15763,PAY015763,20241121,8639,333.84,Cash
15764,PAY015764,20241007,8640,34396.37,Bank Transfer
15765,PAY015765,20241106,8640,29813.66,Bank Transfer
15766,PAY015766,20240205,8641,6367.78,Credit Card
15767,PAY015767,20240306,8641,2271.57,SADAD
15768,PAY015768,20250124,8642,6960.23,SADAD
15769,PAY015769,20240830,8643,7536.47,Cash
15770,PAY015770,20240728,8644,7731.18,Bank Transfer
15771,PAY015771,20260719,8645,624.51,Bank Transfer
15772,PAY015772,20251128,8646,2089.14,Credit Card
15773,PAY015773,20251231,8646,2843.83,Bank Transfer
15774,PAY015774,20230725,8647,10529.81,Cash
15775,PAY015775,20251206,8648,3315.03,Bank Transfer
15776,PAY015776,20240115,8649,511.0,Bank Transfer
15777,PAY015777,20240213,8649,2252.93,Bank Transfer
15778,PAY015778,20240630,8650,1670.65,Credit Card
15779,PAY015779,20240802,8650,52.63,Cash
15780,PAY015780,20240831,8650,980.52,Credit Card
15781,PAY015781,20241002,8650,3103.66,SADAD
15782,PAY015782,20250511,8651,4721.12,Cash
15783,PAY015783,20260513,8652,14889.73,Cash
15784,PAY015784,20240408,8653,2340.21,Credit Card
15785,PAY015785,20240507,8653,7535.45,Bank Transfer
15786,PAY015786,20240608,8653,6140.68,Credit Card
15787,PAY015787,20240708,8653,8858.46,Credit Card
15788,PAY015788,20260724,8654,4385.66,Cash
15789,PAY015789,20260823,8654,692.0,SADAD
15790,PAY015790,20241020,8655,8076.98,Cash
15791,PAY015791,20260126,8656,7513.68,Bank Transfer
