policy_key,policy_id,policy_date_key,customer_key,product_key,agent_key,branch_key,policy_type,sum_insured,gross_written_premium,policy_start_date,policy_end_date,is_renewal,is_cancelled
6385,POL006385,20220512,2766,1,25,2,New Business,99719.42,8876.23,2022-05-12,2023-05-12,False,False
6386,POL006386,20230120,1747,4,33,2,Renewal,258209.9,17216.88,2023-01-20,2024-01-20,True,False
6387,POL006387,20240212,34,4,34,2,Renewal,220139.27,15482.48,2024-02-12,2025-02-11,True,False
6388,POL006388,20250120,323,1,20,4,New Business,124768.3,7648.67,2025-01-20,2026-01-20,False,False
6389,POL006389,20241201,157,2,40,4,New Business,14442.31,1672.48,2024-12-01,2025-12-01,False,False
6390,POL006390,20251014,1193,2,17,3,Renewal,23287.29,2275.24,2025-10-14,2026-10-14,True,False
6391,POL006391,20260318,565,1,24,1,New Business,38903.68,3209.06,2026-03-18,2027-03-18,False,False
6392,POL006392,20231119,2297,1,27,1,New Business,30955.56,2034.03,2023-11-19,2024-11-18,False,False
6393,POL006393,20250120,2660,1,11,1,Renewal,49773.59,4394.17,2025-01-20,2026-01-20,True,False
6394,POL006394,20260417,1301,1,6,1,Renewal,89144.21,8142.32,2026-04-17,2027-04-17,True,False
6395,POL006395,20240623,1035,1,25,2,Renewal,74526.65,6855.67,2024-06-23,2025-06-23,True,False
6396,POL006396,20240608,2290,4,2,3,New Business,302910.68,23360.37,2024-06-08,2025-06-08,False,False
6397,POL006397,20250907,2496,9,8,5,Renewal,138027.12,16785.01,2025-09-07,2026-09-07,True,False
6398,POL006398,20250803,1525,5,35,4,Renewal,1975891.88,146269.06,2025-08-03,2026-08-03,True,False
6399,POL006399,20240724,1924,8,23,3,New Business,66038.34,6413.56,2024-07-24,2025-07-24,False,False
6400,POL006400,20250728,2557,5,14,2,Renewal,3488268.81,229377.22,2025-07-28,2026-07-28,True,False
6401,POL006401,20260307,1321,1,26,1,Cancellation,46646.85,1410.92,2026-03-07,2027-03-07,False,True
6402,POL006402,20221114,1959,9,20,4,Renewal,154272.62,8706.66,2022-11-14,2023-11-14,True,False
6403,POL006403,20260130,377,8,31,3,Renewal,101998.55,11584.71,2026-01-30,2027-01-30,True,False
6404,POL006404,20231209,1665,2,27,1,Renewal,37979.93,2258.31,2023-12-09,2024-12-08,True,False
6405,POL006405,20241009,1685,8,5,4,New Business,81806.0,7582.22,2024-10-09,2025-10-09,False,False
6406,POL006406,20241014,2301,1,26,1,New Business,85358.64,5923.7,2024-10-14,2025-10-14,False,False
6407,POL006407,20231014,811,1,10,4,Renewal,36331.36,2811.83,2023-10-14,2024-10-13,True,False
6408,POL006408,20260305,2519,2,34,2,Renewal,15409.49,1850.61,2026-03-05,2027-03-05,True,False
6409,POL006409,20230704,1625,1,24,1,Renewal,32676.81,2886.22,2023-07-04,2024-07-03,True,False
6410,POL006410,20251019,125,3,21,3,New Business,36885.36,3189.86,2025-10-19,2026-10-19,False,False
6411,POL006411,20250206,1018,9,17,3,Cancellation,109533.25,1689.18,2025-02-06,2026-02-06,False,True
6412,POL006412,20250816,2674,1,30,3,New Business,44193.32,5150.28,2025-08-16,2026-08-16,False,False
6413,POL006413,20250413,129,4,5,4,Renewal,132263.62,7200.59,2025-04-13,2026-04-13,True,False
6414,POL006414,20240710,1044,4,33,2,New Business,200080.97,24671.44,2024-07-10,2025-07-10,False,False
6415,POL006415,20220510,2762,1,38,1,New Business,34809.77,4232.01,2022-05-10,2023-05-10,False,False
6416,POL006416,20240923,1579,1,21,3,New Business,48402.23,3103.54,2024-09-23,2025-09-23,False,False
6417,POL006417,20221230,1747,2,40,4,New Business,8543.64,1008.32,2022-12-30,2023-12-30,False,False
6418,POL006418,20260610,2463,9,11,1,Renewal,164334.59,16020.57,2026-06-10,2027-06-10,True,False
6419,POL006419,20251214,1295,7,9,5,Renewal,448414.54,54852.13,2025-12-14,2026-12-14,True,False
6420,POL006420,20260406,504,1,21,3,Renewal,98081.2,8225.08,2026-04-06,2027-04-06,True,False
6421,POL006421,20260722,2848,6,10,4,Renewal,61486.78,4327.85,2026-07-22,2027-07-22,True,False
6422,POL006422,20250218,382,9,12,2,Renewal,466457.39,26249.61,2025-02-18,2026-02-18,True,False
6423,POL006423,20220607,2338,6,13,3,Renewal,108675.11,10142.9,2022-06-07,2023-06-07,True,False
6424,POL006424,20251205,1786,8,40,4,New Business,42349.88,4296.75,2025-12-05,2026-12-05,False,False
6425,POL006425,20221203,1097,1,17,3,Renewal,70834.21,5296.82,2022-12-03,2023-12-03,True,False
6426,POL006426,20251201,344,9,27,1,Renewal,156928.5,9449.28,2025-12-01,2026-12-01,True,False
6427,POL006427,20251130,2357,9,24,1,New Business,45218.1,3485.55,2025-11-30,2026-11-30,False,False
6428,POL006428,20240807,876,1,5,4,Renewal,39026.33,4457.12,2024-08-07,2025-08-07,True,False
6429,POL006429,20250103,1995,5,16,4,Renewal,1231922.79,78660.38,2025-01-03,2026-01-03,True,False
6430,POL006430,20240502,576,2,14,2,New Business,46682.37,2335.29,2024-05-02,2025-05-02,False,False
6431,POL006431,20250526,1483,2,19,5,Renewal,11174.73,1275.28,2025-05-26,2026-05-26,True,False
6432,POL006432,20220811,253,8,15,3,Renewal,167359.79,11542.28,2022-08-11,2023-08-11,True,False
6433,POL006433,20240517,1685,6,30,3,Renewal,91894.75,6947.45,2024-05-17,2025-05-17,True,False
6434,POL006434,20250314,213,2,5,4,Renewal,39127.11,2025.07,2025-03-14,2026-03-14,True,False
6435,POL006435,20220907,2530,7,12,2,Renewal,749748.05,53092.2,2022-09-07,2023-09-07,True,False
6436,POL006436,20241108,1230,4,14,2,Renewal,312279.74,15783.69,2024-11-08,2025-11-08,True,False
6437,POL006437,20251224,2624,2,17,3,Renewal,12123.55,1000.77,2025-12-24,2026-12-24,True,False
6438,POL006438,20241003,1761,6,9,5,Renewal,492742.73,34229.2,2024-10-03,2025-10-03,True,False
6439,POL006439,20240912,2649,8,1,1,Renewal,184745.16,9294.47,2024-09-12,2025-09-12,True,False
6440,POL006440,20230627,1017,1,33,2,New Business,91828.47,5552.15,2023-06-27,2024-06-26,False,False
6441,POL006441,20230709,299,8,16,4,Renewal,29416.33,2653.04,2023-07-09,2024-07-08,True,False
6442,POL006442,20241005,2756,1,18,1,Renewal,80047.94,5703.09,2024-10-05,2025-10-05,True,False
6443,POL006443,20260704,76,6,24,1,Renewal,568956.05,39433.86,2026-07-04,2027-07-04,True,False
6444,POL006444,20230820,2744,9,17,3,New Business,117443.01,9666.72,2023-08-20,2024-08-19,False,False
6445,POL006445,20220908,1104,9,27,1,Renewal,251919.9,28188.55,2022-09-08,2023-09-08,True,False
6446,POL006446,20251010,2527,1,2,3,Renewal,140819.62,8948.78,2025-10-10,2026-10-10,True,False
6447,POL006447,20231206,2557,1,23,3,Renewal,32204.76,2394.05,2023-12-06,2024-12-05,True,False
6448,POL006448,20260614,638,5,22,5,New Business,370463.85,46234.55,2026-06-14,2027-06-14,False,False
6449,POL006449,20241028,2192,1,18,1,New Business,30328.18,2825.22,2024-10-28,2025-10-28,False,False
6450,POL006450,20250815,1026,7,18,1,Renewal,728158.63,42578.9,2025-08-15,2026-08-15,True,False
6451,POL006451,20251027,2818,4,21,3,New Business,46095.49,5619.77,2025-10-27,2026-10-27,False,False
6452,POL006452,20250213,676,4,14,2,New Business,204424.04,16675.36,2025-02-13,2026-02-13,False,False
6453,POL006453,20230430,1935,9,36,5,Renewal,74370.71,9090.54,2023-04-30,2024-04-29,True,False
6454,POL006454,20231230,2804,8,13,3,Renewal,64128.3,3525.55,2023-12-30,2024-12-29,True,False
6455,POL006455,20250307,1113,1,14,2,Cancellation,57835.86,612.5,2025-03-07,2026-03-07,False,True
6456,POL006456,20260725,103,2,22,5,Renewal,23618.1,1370.94,2026-07-25,2027-07-25,True,False
6457,POL006457,20240903,1419,2,25,2,Renewal,28070.18,1504.51,2024-09-03,2025-09-03,True,False
6458,POL006458,20230413,2040,2,24,1,New Business,17278.63,1423.14,2023-04-13,2024-04-12,False,False
6459,POL006459,20241028,2238,9,15,3,Renewal,312773.53,17647.71,2024-10-28,2025-10-28,True,False
6460,POL006460,20260429,2468,4,38,1,Renewal,207070.3,19739.31,2026-04-29,2027-04-29,True,False
6461,POL006461,20231125,2794,1,23,3,New Business,31951.41,2207.51,2023-11-25,2024-11-24,False,False
6462,POL006462,20231219,1823,3,36,5,Renewal,225988.07,11860.67,2023-12-19,2024-12-18,True,False
6463,POL006463,20250324,2169,7,1,1,Renewal,1052606.78,71168.29,2025-03-24,2026-03-24,True,False
6464,POL006464,20250925,2974,3,33,2,New Business,71104.92,5326.86,2025-09-25,2026-09-25,False,False
6465,POL006465,20250403,2794,1,5,4,Renewal,90862.39,6160.39,2025-04-03,2026-04-03,True,False
6466,POL006466,20250702,2586,8,38,1,Renewal,217288.53,13441.94,2025-07-02,2026-07-02,True,False
6467,POL006467,20250918,2602,2,2,3,Renewal,42280.23,2480.62,2025-09-18,2026-09-18,True,False
6468,POL006468,20250419,1719,2,11,1,Renewal,24186.56,1497.9,2025-04-19,2026-04-19,True,False
6469,POL006469,20240114,1916,2,1,1,Renewal,29144.5,1538.26,2024-01-14,2025-01-13,True,False
6470,POL006470,20220821,2189,3,33,2,Renewal,67069.05,4708.29,2022-08-21,2023-08-21,True,False
6471,POL006471,20250312,219,8,38,1,Renewal,118147.27,14094.73,2025-03-12,2026-03-12,True,False
6472,POL006472,20240207,1990,1,22,5,Renewal,58276.74,3652.31,2024-02-07,2025-02-06,True,False
6473,POL006473,20260212,1033,1,26,1,Renewal,38046.56,2532.21,2026-02-12,2027-02-12,True,False
6474,POL006474,20260529,1896,1,19,5,New Business,23706.97,2873.42,2026-05-29,2027-05-29,False,False
6475,POL006475,20241124,1064,2,35,4,New Business,16597.38,832.06,2024-11-24,2025-11-24,False,False
6476,POL006476,20251202,688,1,3,2,New Business,115429.77,7423.4,2025-12-02,2026-12-02,False,False
6477,POL006477,20250808,1102,1,1,1,Renewal,30663.29,2832.29,2025-08-08,2026-08-08,True,False
6478,POL006478,20231011,1982,1,6,1,Cancellation,73024.99,2188.54,2023-10-11,2024-10-10,False,True
6479,POL006479,20240401,277,1,12,2,New Business,90688.4,8761.91,2024-04-01,2025-04-01,False,False
6480,POL006480,20220512,737,2,40,4,Renewal,28234.37,1788.4,2022-05-12,2023-05-12,True,False
6481,POL006481,20240405,2533,6,17,3,Cancellation,484293.21,3655.19,2024-04-05,2025-04-05,False,True
6482,POL006482,20241022,1607,5,27,1,Renewal,2304926.6,204065.36,2024-10-22,2025-10-22,True,False
6483,POL006483,20240421,120,1,32,1,Renewal,87723.05,8245.81,2024-04-21,2025-04-21,True,False
6484,POL006484,20230606,1400,1,27,1,New Business,59351.56,2987.93,2023-06-06,2024-06-05,False,False
6485,POL006485,20240616,2228,6,16,4,New Business,576731.21,35564.89,2024-06-16,2025-06-16,False,False
6486,POL006486,20250416,790,8,1,1,Renewal,39887.41,4480.31,2025-04-16,2026-04-16,True,False
6487,POL006487,20260712,2604,2,34,2,New Business,7758.8,853.84,2026-07-12,2027-07-12,False,False
6488,POL006488,20231227,2330,1,3,2,New Business,128033.87,6580.33,2023-12-27,2024-12-26,False,False
6489,POL006489,20241231,1570,2,25,2,Renewal,21364.31,1905.23,2024-12-31,2025-12-31,True,False
6490,POL006490,20230506,2253,9,25,2,New Business,58565.21,5065.68,2023-05-06,2024-05-05,False,False
6491,POL006491,20240309,2718,4,16,4,New Business,277357.86,19969.86,2024-03-09,2025-03-09,False,False
6492,POL006492,20250127,1232,1,25,2,Renewal,61862.12,5610.77,2025-01-27,2026-01-27,True,False
6493,POL006493,20231112,474,2,3,2,New Business,11600.1,663.29,2023-11-12,2024-11-11,False,False
6494,POL006494,20220408,1861,1,16,4,Renewal,79879.47,5944.5,2022-04-08,2023-04-08,True,False
6495,POL006495,20251021,2534,3,11,1,New Business,46062.0,4865.54,2025-10-21,2026-10-21,False,False
6496,POL006496,20230808,246,1,30,3,New Business,73639.35,4814.0,2023-08-08,2024-08-07,False,False
6497,POL006497,20260125,1054,3,31,3,Renewal,164378.48,8504.57,2026-01-25,2027-01-25,True,False
6498,POL006498,20230903,191,3,7,5,Renewal,36826.17,2733.29,2023-09-03,2024-09-02,True,False
6499,POL006499,20221029,1601,6,18,1,Renewal,209849.32,11380.89,2022-10-29,2023-10-29,True,False
6500,POL006500,20230905,1356,3,35,4,Renewal,149195.09,11088.85,2023-09-05,2024-09-04,True,False
6501,POL006501,20250807,2428,2,2,3,Renewal,27973.59,1583.41,2025-08-07,2026-08-07,True,False
6502,POL006502,20250119,2575,1,30,3,Renewal,40388.86,3410.53,2025-01-19,2026-01-19,True,False
6503,POL006503,20260409,2982,4,18,1,Renewal,244449.77,12745.04,2026-04-09,2027-04-09,True,False
6504,POL006504,20260203,85,9,38,1,Renewal,70794.21,4266.37,2026-02-03,2027-02-03,True,False
6505,POL006505,20240606,2564,4,14,2,Renewal,140150.47,7262.11,2024-06-06,2025-06-06,True,False
6506,POL006506,20250618,2212,3,26,1,New Business,97544.18,9196.6,2025-06-18,2026-06-18,False,False
6507,POL006507,20230331,19,1,19,5,New Business,16195.59,1532.5,2023-03-31,2024-03-30,False,False
6508,POL006508,20260408,869,1,2,3,New Business,145880.55,8189.13,2026-04-08,2027-04-08,False,False
6509,POL006509,20221202,1897,1,3,2,New Business,86050.67,8738.79,2022-12-02,2023-12-02,False,False
6510,POL006510,20250116,1920,9,23,3,New Business,269114.31,20143.21,2025-01-16,2026-01-16,False,False
6511,POL006511,20250110,2904,1,40,4,Renewal,93844.93,8169.4,2025-01-10,2026-01-10,True,False
6512,POL006512,20240216,1739,6,14,2,Renewal,321529.49,26577.11,2024-02-16,2025-02-15,True,False
6513,POL006513,20260622,578,1,13,3,New Business,101175.01,5586.0,2026-06-22,2027-06-22,False,False
6514,POL006514,20240531,672,2,6,1,Renewal,22840.53,1171.67,2024-05-31,2025-05-31,True,False
6515,POL006515,20221224,923,9,16,4,Renewal,336472.45,23158.69,2022-12-24,2023-12-24,True,False
6516,POL006516,20240820,1058,8,36,5,Cancellation,186093.45,4300.59,2024-08-20,2025-08-20,False,True
6517,POL006517,20240311,2193,5,33,2,Renewal,2620425.78,141137.2,2024-03-11,2025-03-11,True,False
6518,POL006518,20220917,682,1,24,1,Renewal,71534.27,6150.3,2022-09-17,2023-09-17,True,False
6519,POL006519,20231220,949,6,4,5,New Business,81511.11,6894.45,2023-12-20,2024-12-19,False,False
6520,POL006520,20251111,1903,8,31,3,New Business,80749.65,8778.01,2025-11-11,2026-11-11,False,False
6521,POL006521,20240405,2877,3,26,1,Renewal,78296.55,9775.47,2024-04-05,2025-04-05,True,False
6522,POL006522,20250825,389,3,30,3,Cancellation,144064.99,4498.01,2025-08-25,2026-08-25,False,True
6523,POL006523,20230914,528,9,6,1,New Business,516120.09,26901.81,2023-09-14,2024-09-13,False,False
6524,POL006524,20220716,2677,3,29,3,New Business,34791.93,4268.98,2022-07-16,2023-07-16,False,False
6525,POL006525,20240926,1618,7,35,4,New Business,770709.86,48973.32,2024-09-26,2025-09-26,False,False
6526,POL006526,20250501,1259,1,7,5,New Business,167626.08,8994.52,2025-05-01,2026-05-01,False,False
6527,POL006527,20251116,2486,2,20,4,Renewal,35629.88,2402.35,2025-11-16,2026-11-16,True,False
6528,POL006528,20230110,1912,1,19,5,Cancellation,45216.45,965.86,2023-01-10,2024-01-10,False,True
6529,POL006529,20241107,1556,3,35,4,Renewal,177906.63,11991.79,2024-11-07,2025-11-07,True,False
6530,POL006530,20250102,2939,6,31,3,Renewal,325751.46,30577.79,2025-01-02,2026-01-02,True,False
6531,POL006531,20240714,1532,8,6,1,New Business,229523.75,12204.73,2024-07-14,2025-07-14,False,False
6532,POL006532,20240807,2971,1,11,1,Cancellation,49096.11,1330.04,2024-08-07,2025-08-07,False,True
6533,POL006533,20250501,124,6,7,5,New Business,542289.31,32484.14,2025-05-01,2026-05-01,False,False
6534,POL006534,20230131,1446,8,4,5,Renewal,80519.07,4587.39,2023-01-31,2024-01-31,True,False
6535,POL006535,20240623,1439,8,7,5,Renewal,68249.07,3526.76,2024-06-23,2025-06-23,True,False
6536,POL006536,20250913,2586,6,15,3,New Business,243588.03,28013.26,2025-09-13,2026-09-13,False,False
6537,POL006537,20250404,2013,2,10,4,New Business,32833.38,2175.53,2025-04-04,2026-04-04,False,False
6538,POL006538,20240520,375,1,24,1,Renewal,36425.94,2318.75,2024-05-20,2025-05-20,True,False
6539,POL006539,20231110,1412,9,15,3,New Business,475381.5,27425.91,2023-11-10,2024-11-09,False,False
6540,POL006540,20241128,376,7,26,1,New Business,721725.68,42252.76,2024-11-28,2025-11-28,False,False
6541,POL006541,20240405,2375,6,2,3,Renewal,496719.9,34090.79,2024-04-05,2025-04-05,True,False
6542,POL006542,20240623,357,7,21,3,Renewal,249380.45,14888.18,2024-06-23,2025-06-23,True,False
6543,POL006543,20260330,2711,2,13,3,New Business,29210.13,1524.42,2026-03-30,2027-03-30,False,False
6544,POL006544,20231019,1440,3,6,1,Renewal,53728.41,5075.62,2023-10-19,2024-10-18,True,False
6545,POL006545,20240908,1123,9,37,3,New Business,213841.89,19446.99,2024-09-08,2025-09-08,False,False
6546,POL006546,20241220,251,3,34,2,Renewal,59566.66,3871.36,2024-12-20,2025-12-20,True,False
6547,POL006547,20251218,1020,9,19,5,Renewal,219672.2,19039.81,2025-12-18,2026-12-18,True,False
6548,POL006548,20240815,386,6,28,4,Renewal,359609.71,36955.26,2024-08-15,2025-08-15,True,False
6549,POL006549,20230630,2011,8,19,5,New Business,201581.62,13083.93,2023-06-30,2024-06-29,False,False
6550,POL006550,20250126,1235,2,9,5,Renewal,8878.92,852.72,2025-01-26,2026-01-26,True,False
6551,POL006551,20250616,968,2,20,4,Renewal,18854.75,2274.35,2025-06-16,2026-06-16,True,False
6552,POL006552,20220401,2615,6,12,2,Renewal,358183.83,29781.17,2022-04-01,2023-04-01,True,False
6553,POL006553,20260718,692,3,36,5,Renewal,21499.47,2533.47,2026-07-18,2027-07-18,True,False
6554,POL006554,20231214,1085,2,34,2,Renewal,25494.51,2034.43,2023-12-14,2024-12-13,True,False
6555,POL006555,20260217,843,3,15,3,New Business,137418.38,7196.21,2026-02-17,2027-02-17,False,False
6556,POL006556,20240404,394,2,9,5,Renewal,33196.33,1710.1,2024-04-04,2025-04-04,True,False
6557,POL006557,20251011,1905,4,26,1,Cancellation,139117.74,1348.92,2025-10-11,2026-10-11,False,True
6558,POL006558,20250219,2552,8,29,3,Cancellation,42334.5,577.44,2025-02-19,2026-02-19,False,True
6559,POL006559,20260322,1743,9,22,5,Renewal,63179.45,3471.9,2026-03-22,2027-03-22,True,False
6560,POL006560,20250126,1643,1,40,4,New Business,39730.85,2260.09,2025-01-26,2026-01-26,False,False
6561,POL006561,20260111,471,9,27,1,Renewal,231538.65,26316.08,2026-01-11,2027-01-11,True,False
6562,POL006562,20260423,1890,2,7,5,New Business,23032.46,1417.2,2026-04-23,2027-04-23,False,False
6563,POL006563,20250831,2267,1,20,4,New Business,51869.24,3301.93,2025-08-31,2026-08-31,False,False
6564,POL006564,20260302,2565,1,21,3,New Business,52670.71,6364.19,2026-03-02,2027-03-02,False,False
6565,POL006565,20240707,1801,8,17,3,Renewal,102029.43,6179.59,2024-07-07,2025-07-07,True,False
6566,POL006566,20230512,1986,9,27,1,New Business,70382.81,4882.21,2023-05-12,2024-05-11,False,False
6567,POL006567,20231024,472,3,15,3,Renewal,99824.87,9077.71,2023-10-24,2024-10-23,True,False
6568,POL006568,20240627,1785,1,3,2,Renewal,143713.24,8318.52,2024-06-27,2025-06-27,True,False
6569,POL006569,20251214,2485,1,19,5,Renewal,42902.93,2742.02,2025-12-14,2026-12-14,True,False
6570,POL006570,20230921,523,8,17,3,New Business,85184.02,7444.04,2023-09-21,2024-09-20,False,False
6571,POL006571,20250303,2217,9,35,4,New Business,249942.53,13531.02,2025-03-03,2026-03-03,False,False
6572,POL006572,20231018,1494,6,16,4,New Business,302163.8,21822.5,2023-10-18,2024-10-17,False,False
6573,POL006573,20230506,1446,6,20,4,New Business,700976.07,39627.94,2023-05-06,2024-05-05,False,False
6574,POL006574,20250628,2641,1,38,1,Renewal,59494.2,7090.04,2025-06-28,2026-06-28,True,False
6575,POL006575,20241228,2759,1,30,3,Renewal,124353.69,8392.03,2024-12-28,2025-12-28,True,False
6576,POL006576,20230914,326,6,11,1,Renewal,484800.12,34438.34,2023-09-14,2024-09-13,True,False
6577,POL006577,20251008,1284,5,34,2,New Business,1811801.62,123078.99,2025-10-08,2026-10-08,False,False
6578,POL006578,20230730,34,8,7,5,New Business,64019.79,4673.69,2023-07-30,2024-07-29,False,False
6579,POL006579,20231017,1813,1,32,1,Renewal,34690.78,1828.3,2023-10-17,2024-10-16,True,False
6580,POL006580,20230803,2056,2,22,5,New Business,11687.44,649.1,2023-08-03,2024-08-02,False,False
6581,POL006581,20241108,2420,1,7,5,Renewal,47445.79,4168.71,2024-11-08,2025-11-08,True,False
6582,POL006582,20230601,1034,3,1,1,Cancellation,46308.09,1132.03,2023-06-01,2024-05-31,False,True
6583,POL006583,20241021,2204,8,39,1,Renewal,99312.7,9932.37,2024-10-21,2025-10-21,True,False
6584,POL006584,20230623,1649,5,17,3,Renewal,2565073.89,168088.45,2023-06-23,2024-06-22,True,False
6585,POL006585,20260409,1335,7,36,5,Renewal,134590.03,16031.71,2026-04-09,2027-04-09,True,False
6586,POL006586,20241201,1004,6,30,3,Renewal,434530.86,36627.77,2024-12-01,2025-12-01,True,False
6587,POL006587,20230401,2622,8,21,3,Renewal,75833.15,3870.21,2023-04-01,2024-03-31,True,False
6588,POL006588,20240710,691,3,16,4,Renewal,122412.93,9701.45,2024-07-10,2025-07-10,True,False
6589,POL006589,20231225,1696,2,3,2,Cancellation,32010.25,617.19,2023-12-25,2024-12-24,False,True
6590,POL006590,20250909,2741,4,8,5,Renewal,323910.99,18809.22,2025-09-09,2026-09-09,True,False
6591,POL006591,20240920,29,3,16,4,New Business,68034.03,5676.05,2024-09-20,2025-09-20,False,False
6592,POL006592,20250522,2204,1,10,4,Renewal,19367.05,1516.9,2025-05-22,2026-05-22,True,False
6593,POL006593,20230809,1963,3,11,1,Renewal,126896.57,7997.13,2023-08-09,2024-08-08,True,False
6594,POL006594,20260604,210,5,13,3,New Business,1882739.34,212829.15,2026-06-04,2027-06-04,False,False
6595,POL006595,20250402,2222,9,5,4,Renewal,149297.36,11406.13,2025-04-02,2026-04-02,True,False
6596,POL006596,20260311,682,6,14,2,Renewal,515999.17,34208.81,2026-03-11,2027-03-11,True,False
6597,POL006597,20250815,2653,2,26,1,New Business,23314.51,1880.91,2025-08-15,2026-08-15,False,False
6598,POL006598,20251207,2855,1,5,4,Cancellation,152345.01,993.06,2025-12-07,2026-12-07,False,True
6599,POL006599,20260503,2782,1,9,5,Renewal,14780.42,1538.17,2026-05-03,2027-05-03,True,False
6600,POL006600,20260605,2845,6,39,1,New Business,439309.74,24600.07,2026-06-05,2027-06-05,False,False
6601,POL006601,20250320,2289,1,27,1,New Business,81800.1,5658.85,2025-03-20,2026-03-20,False,False
6602,POL006602,20251211,1255,8,38,1,New Business,261043.32,14046.44,2025-12-11,2026-12-11,False,False
6603,POL006603,20251115,2387,1,35,4,Renewal,49215.17,3103.08,2025-11-15,2026-11-15,True,False
6604,POL006604,20240803,1439,4,39,1,New Business,320060.68,20901.92,2024-08-03,2025-08-03,False,False
6605,POL006605,20240708,941,7,16,4,New Business,1416649.65,77879.97,2024-07-08,2025-07-08,False,False
6606,POL006606,20241013,1866,3,10,4,Renewal,156915.13,9935.42,2024-10-13,2025-10-13,True,False
6607,POL006607,20220603,2683,1,14,2,Renewal,51328.32,2884.83,2022-06-03,2023-06-03,True,False
6608,POL006608,20240203,1781,1,6,1,Renewal,47401.03,5696.6,2024-02-03,2025-02-02,True,False
6609,POL006609,20260520,2274,2,32,1,New Business,12823.98,1559.6,2026-05-20,2027-05-20,False,False
6610,POL006610,20220415,2405,5,27,1,New Business,2307145.36,138693.07,2022-04-15,2023-04-15,False,False
6611,POL006611,20250202,234,4,40,4,New Business,204664.77,15571.97,2025-02-02,2026-02-02,False,False
6612,POL006612,20251225,2570,4,11,1,Renewal,66472.57,6488.15,2025-12-25,2026-12-25,True,False
6613,POL006613,20240727,2081,4,40,4,Renewal,328147.13,20160.57,2024-07-27,2025-07-27,True,False
6614,POL006614,20230731,1079,1,35,4,New Business,73999.93,8359.31,2023-07-31,2024-07-30,False,False
6615,POL006615,20250207,496,9,31,3,Renewal,187416.59,13235.75,2025-02-07,2026-02-07,True,False
6616,POL006616,20230708,2114,2,20,4,Renewal,29678.76,2150.05,2023-07-08,2024-07-07,True,False
6617,POL006617,20230907,176,4,3,2,Renewal,132548.73,13134.4,2023-09-07,2024-09-06,True,False
6618,POL006618,20241224,2117,1,26,1,New Business,102710.96,7092.91,2024-12-24,2025-12-24,False,False
6619,POL006619,20230125,2021,1,12,2,Cancellation,31049.19,655.51,2023-01-25,2024-01-25,False,True
6620,POL006620,20241231,1457,6,30,3,Renewal,212421.23,23697.14,2024-12-31,2025-12-31,True,False
6621,POL006621,20251219,1169,8,14,2,Cancellation,129360.65,4861.18,2025-12-19,2026-12-19,False,True
6622,POL006622,20230121,2809,3,10,4,Renewal,71006.41,4609.94,2023-01-21,2024-01-21,True,False
6623,POL006623,20230220,2857,2,24,1,Renewal,23681.6,1813.29,2023-02-20,2024-02-20,True,False
6624,POL006624,20230225,2817,1,36,5,New Business,110591.85,6207.65,2023-02-25,2024-02-25,False,False
6625,POL006625,20251204,6,6,7,5,New Business,218707.71,13807.53,2025-12-04,2026-12-04,False,False
6626,POL006626,20231215,865,1,25,2,Renewal,63400.97,5621.46,2023-12-15,2024-12-14,True,False
6627,POL006627,20250806,2543,1,19,5,Renewal,51531.47,3192.66,2025-08-06,2026-08-06,True,False
6628,POL006628,20251113,1413,1,8,5,Renewal,51043.57,6021.11,2025-11-13,2026-11-13,True,False
6629,POL006629,20230323,1837,8,9,5,New Business,17143.4,1526.33,2023-03-23,2024-03-22,False,False
6630,POL006630,20231215,2546,3,24,1,Renewal,131750.23,9633.36,2023-12-15,2024-12-14,True,False
6631,POL006631,20250807,653,3,19,5,Renewal,84616.91,6125.99,2025-08-07,2026-08-07,True,False
6632,POL006632,20230428,995,3,4,5,Cancellation,112044.41,2078.07,2023-04-28,2024-04-27,False,True
6633,POL006633,20241012,2198,1,39,1,New Business,103878.65,6738.51,2024-10-12,2025-10-12,False,False
6634,POL006634,20241124,2763,8,4,5,New Business,80963.14,4970.26,2024-11-24,2025-11-24,False,False
6635,POL006635,20241002,1094,2,30,3,New Business,20660.55,1198.14,2024-10-02,2025-10-02,False,False
6636,POL006636,20251117,59,1,17,3,Renewal,63925.14,6648.22,2025-11-17,2026-11-17,True,False
6637,POL006637,20250824,643,6,13,3,New Business,625437.34,36002.97,2025-08-24,2026-08-24,False,False
6638,POL006638,20260804,1411,4,30,3,New Business,489496.62,24710.76,2026-08-04,2027-08-04,False,False
6639,POL006639,20231113,2275,8,12,2,Cancellation,150960.46,2399.35,2023-11-13,2024-11-12,False,True
6640,POL006640,20240210,1475,9,23,3,New Business,356107.03,29719.28,2024-02-10,2025-02-09,False,False
6641,POL006641,20240324,1327,2,25,2,Renewal,19529.65,1585.06,2024-03-24,2025-03-24,True,False
6642,POL006642,20250905,1746,6,25,2,New Business,532251.79,27137.84,2025-09-05,2026-09-05,False,False
6643,POL006643,20221104,688,3,26,1,New Business,154453.9,7848.85,2022-11-04,2023-11-04,False,False
6644,POL006644,20230118,919,3,3,2,New Business,120016.79,11872.24,2023-01-18,2024-01-18,False,False
